Date,Article,Quantity,Type
2024-01-17,EM0400,-325.0,Reception
2024-01-22,EM0400,-125.0,Reception
2024-02-16,EM0400,-126.0,Reception
2024-03-06,EM0392,-275.0,Reception
2024-04-17,EM0400,-175.0,Reception
2024-06-24,EM0392,-168.0,Reception
2024-06-24,EM0392,-168.0,Reception
2024-07-11,EM0400,-126.0,Reception
2024-07-11,EM0400,-210.0,Reception
2024-08-20,EM0400,-168.0,Reception
2024-08-22,EM0400,-210.0,Reception
2024-10-12,EM0400,-126.0,Reception
2024-11-15,EM0392,-150.0,Reception
2024-04-27,EM0392,100.0,Reception
2024-04-27,EM0392,100.0,Reception
2024-05-28,EM0392,50.0,Reception
2024-05-28,EM0392,75.0,Reception
2024-05-28,EM0392,125.0,Reception
2024-05-29,EM0392,400.0,Reception
2024-05-30,EM0392,200.0,Reception
2024-06-01,EM0392,250.0,Reception
2024-06-01,EM0400,336.0,Reception
2024-06-01,EM0400,84.0,Reception
2024-06-03,EM0392,150.0,Reception
2024-06-03,EM0400,378.0,Reception
2024-06-04,EM0392,200.0,Reception
2024-06-04,EM0392,125.0,Reception
2024-06-05,EM0392,175.0,Reception
2024-06-05,EM0392,125.0,Reception
2024-06-07,EM0392,225.0,Reception
2024-06-07,EM0392,225.0,Reception
2024-06-08,EM0392,225.0,Reception
2024-06-08,EM0392,225.0,Reception
2024-06-10,EM0392,250.0,Reception
2024-06-10,EM0392,275.0,Reception
2024-06-10,EM0392,25.0,Reception
2024-06-11,EM0392,125.0,Reception
2024-06-11,EM0392,150.0,Reception
2024-06-12,EM0392,125.0,Reception
2024-06-12,EM0392,75.0,Reception
2024-06-14,EM0400,210.0,Reception
2024-06-14,EM0400,168.0,Reception
2024-12-13,EM0400,378.0,Reception
2024-12-13,EM0400,378.0,Reception
2024-12-14,EM0400,336.0,Reception
2024-12-14,EM0400,336.0,Reception
2024-12-17,EM0400,210.0,Reception
2024-12-17,EM0400,168.0,Reception
2024-01-06,EM0400,630.0,Reception
2024-01-06,EM0392,550.0,Reception
2024-01-08,EM0400,672.0,Reception
2024-01-08,EM0392,525.0,Reception
2024-01-09,EM0400,336.0,Reception
2024-01-09,EM0392,100.0,Reception
2024-01-10,EM0400,336.0,Reception
2024-01-10,EM0392,225.0,Reception
2024-01-10,EM0392,200.0,Reception
2024-01-11,EM0392,250.0,Reception
2024-01-11,EM0400,252.0,Reception
2024-01-12,EM0392,250.0,Reception
2024-01-12,EM0400,336.0,Reception
2024-01-15,EM0400,756.0,Reception
2024-01-15,EM0400,504.0,Reception
2024-01-15,EM1523,11.1,Reception
2024-01-16,EM0392,500.0,Reception
2024-01-17,EM0400,325.0,Reception
2024-01-17,EM0392,325.0,Reception
2024-01-18,EM1499,9.6,Reception
2024-01-19,EM0400,42.0,Reception
2024-01-19,EM0392,25.0,Reception
2024-01-22,EM0400,336.0,Reception
2024-01-22,EM0400,462.0,Reception
2024-01-22,EM0400,125.0,Reception
2024-01-22,EM0392,125.0,Reception
2024-01-22,EM0392,200.0,Reception
2024-01-23,EM0392,225.0,Reception
2024-01-24,EM0400,210.0,Reception
2024-01-25,EM0400,252.0,Reception
2024-01-25,EM0392,250.0,Reception
2024-01-25,EM0392,125.0,Reception
2024-01-26,EM0400,84.0,Reception
2024-01-26,EM0400,126.0,Reception
2024-01-26,EM0392,175.0,Reception
2024-01-27,EM0400,168.0,Reception
2024-01-27,EM0392,100.0,Reception
2024-01-29,EM0400,294.0,Reception
2024-01-29,EM0400,210.0,Reception
2024-01-29,EM0392,125.0,Reception
2024-01-29,EM0392,300.0,Reception
2024-01-30,EM0400,126.0,Reception
2024-01-30,EM0400,168.0,Reception
2024-01-30,EM0392,75.0,Reception
2024-01-30,EM0392,100.0,Reception
2024-01-31,EM0392,50.0,Reception
2024-01-31,EM0392,25.0,Reception
2024-01-31,EM0400,84.0,Reception
2024-01-31,EM0392,75.0,Reception
2024-02-01,EM0400,378.0,Reception
2024-02-01,EM0400,462.0,Reception
2024-02-01,EM0392,275.0,Reception
2024-02-01,EM0392,200.0,Reception
2024-02-03,EM0400,84.0,Reception
2024-02-05,EM0400,630.0,Reception
2024-02-05,EM0400,630.0,Reception
2024-02-05,EM0392,425.0,Reception
2024-02-05,EM0392,550.0,Reception
2024-02-06,EM0400,42.0,Reception
2024-02-06,EM0392,100.0,Reception
2024-02-10,EM0400,126.0,Reception
2024-02-10,EM0392,200.0,Reception
2024-02-10,EM0392,175.0,Reception
2024-02-10,EM1523,60.0,Reception
2024-02-10,EM1523,-30.0,Reception
2024-02-10,EM1523,60.0,Reception
2024-02-12,EM0400,42.0,Reception
2024-02-12,EM0400,294.0,Reception
2024-02-12,EM0400,42.0,Reception
2024-02-12,EM0392,25.0,Reception
2024-02-13,EM0400,336.0,Reception
2024-02-13,EM0392,200.0,Reception
2024-02-13,EM0392,150.0,Reception
2024-02-14,EM0400,126.0,Reception
2024-02-14,EM0400,252.0,Reception
2024-02-14,EM0392,275.0,Reception
2024-02-14,EM0392,200.0,Reception
2024-02-15,EM0392,25.0,Reception
2024-02-16,EM0400,336.0,Reception
2024-02-16,EM0400,588.0,Reception
2024-02-16,EM0400,588.0,Reception
2024-02-16,EM0392,450.0,Reception
2024-02-16,EM0392,525.0,Reception
2024-02-17,EM0400,42.0,Reception
2024-02-20,EM0392,50.0,Reception
2024-02-22,EM0400,378.0,Reception
2024-02-23,EM0400,336.0,Reception
2024-02-23,EM0392,275.0,Reception
2024-02-23,EM0392,275.0,Reception
2024-02-24,EM0392,25.0,Reception
2024-02-24,EM0392,400.0,Reception
2024-02-25,EM0400,210.0,Reception
2024-02-25,EM0392,325.0,Reception
2024-02-27,EM0400,168.0,Reception
2024-02-27,EM0400,294.0,Reception
2024-02-27,EM0392,200.0,Reception
2024-02-27,EM0392,25.0,Reception
2024-02-28,EM0392,175.0,Reception
2024-02-28,EM0392,100.0,Reception
2024-02-28,EM0400,126.0,Reception
2024-02-28,EM0400,168.0,Reception
2024-02-29,EM0400,168.0,Reception
2024-02-29,EM0400,210.0,Reception
2024-03-02,EM1523,60.0,Reception
2024-03-02,EM1523,30.0,Reception
2024-03-02,EM1523,60.0,Reception
2024-03-04,EM0400,378.0,Reception
2024-03-05,EM0400,462.0,Reception
2024-03-05,EM0400,336.0,Reception
2024-03-05,EM0400,42.0,Reception
2024-03-06,EM0392,25.0,Reception
2024-03-06,EM0392,25.0,Reception
2024-03-06,EM0392,275.0,Reception
2024-03-06,EM0392,275.0,Reception
2024-03-06,EM0392,350.0,Reception
2024-03-07,EM0392,350.0,Reception
2024-03-07,EM0400,210.0,Reception
2024-03-07,EM0400,126.0,Reception
2024-03-07,EM0400,210.0,Reception
2024-03-08,EM0392,25.0,Reception
2024-03-08,EM0392,25.0,Reception
2024-03-08,EM0400,126.0,Reception
2024-03-08,EM0400,42.0,Reception
2024-03-08,EM0400,42.0,Reception
2024-03-09,EM0392,25.0,Reception
2024-03-09,EM0392,25.0,Reception
2024-03-11,EM0400,378.0,Reception
2024-03-11,EM0400,378.0,Reception
2024-03-11,EM0400,168.0,Reception
2024-03-13,EM0400,252.0,Reception
2024-03-14,EM0400,462.0,Reception
2024-03-15,EM0392,425.0,Reception
2024-03-15,EM0400,452.0,Reception
2024-03-15,EM0400,10.0,Reception
2024-03-15,EM0400,42.0,Reception
2024-03-16,EM0392,550.0,Reception
2024-03-16,EM0392,475.0,Reception
2024-03-16,EM0392,250.0,Reception
2024-03-18,EM0392,250.0,Reception
2024-03-22,EM0400,126.0,Reception
2024-03-26,EM0392,450.0,Reception
2024-03-26,EM0392,375.0,Reception
2024-03-26,EM0392,250.0,Reception
2024-03-27,EM0400,588.0,Reception
2024-03-27,EM0400,546.0,Reception
2024-03-27,EM0392,25.0,Reception
2024-03-27,EM0392,25.0,Reception
2024-03-27,EM0392,25.0,Reception
2024-03-27,EM0392,25.0,Reception
2024-03-27,EM0400,84.0,Reception
2024-03-27,EM0400,84.0,Reception
2024-03-27,EM0392,50.0,Reception
2024-03-27,EM0400,42.0,Reception
2024-03-29,EM0400,126.0,Reception
2024-03-29,EM0400,42.0,Reception
2024-03-29,EM0392,100.0,Reception
2024-03-29,EM0392,50.0,Reception
2024-03-30,EM0400,84.0,Reception
2024-03-30,EM0400,84.0,Reception
2024-03-30,EM0392,125.0,Reception
2024-03-30,EM0392,125.0,Reception
2024-04-04,EM0400,42.0,Reception
2024-04-05,EM0400,1050.0,Reception
2024-04-05,EM0400,966.0,Reception
2024-04-06,EM0392,1000.0,Reception
2024-04-06,EM0392,1000.0,Reception
2024-04-07,EM1523,60.0,Reception
2024-04-11,EM0392,75.0,Reception
2024-04-11,EM0392,150.0,Reception
2024-04-11,EM0400,252.0,Reception
2024-04-11,EM0400,336.0,Reception
2024-04-11,EM0400,168.0,Reception
2024-04-12,EM0392,75.0,Reception
2024-04-13,EM0400,336.0,Reception
2024-04-15,EM1523,90.0,Reception
2024-04-15,EM0400,336.0,Reception
2024-04-15,EM0392,175.0,Reception
2024-04-15,EM1523,30.0,Reception
2024-04-16,EM0400,84.0,Reception
2024-04-16,EM0392,175.0,Reception
2024-04-16,EM0392,275.0,Reception
2024-04-16,EM0400,42.0,Reception
2024-04-16,EM0400,42.0,Reception
2024-04-17,EM0400,175.0,Reception
2024-04-17,EM0392,200.0,Reception
2024-04-17,EM0392,175.0,Reception
2024-04-17,EM0400,168.0,Reception
2024-04-17,EM0400,84.0,Reception
2024-04-17,EM0400,-42.0,Reception
2024-04-18,EM0392,275.0,Reception
2024-04-18,EM0400,126.0,Reception
2024-04-18,EM0400,84.0,Reception
2024-04-18,EM0400,126.0,Reception
2024-04-18,EM0392,50.0,Reception
2024-04-18,EM0392,25.0,Reception
2024-04-19,EM0392,100.0,Reception
2024-04-19,EM0392,25.0,Reception
2024-04-20,EM0392,300.0,Reception
2024-04-20,EM0400,378.0,Reception
2024-04-20,EM0400,126.0,Reception
2024-04-20,EM0400,126.0,Reception
2024-04-20,EM0392,50.0,Reception
2024-04-20,EM0400,84.0,Reception
2024-04-20,EM0400,168.0,Reception
2024-04-20,EM0400,42.0,Reception
2024-04-20,EM0400,42.0,Reception
2024-04-20,EM0392,100.0,Reception
2024-04-20,EM0392,-25.0,Reception
2024-04-22,EM0392,25.0,Reception
2024-04-22,EM0400,252.0,Reception
2024-04-22,EM0400,210.0,Reception
2024-04-22,EM0400,210.0,Reception
2024-04-22,EM0392,350.0,Reception
2024-04-22,EM0392,425.0,Reception
2024-04-22,EM0392,225.0,Reception
2024-04-23,EM0400,42.0,Reception
2024-04-23,EM0400,84.0,Reception
2024-04-23,EM0400,126.0,Reception
2024-04-24,EM0400,168.0,Reception
2024-04-24,EM0400,252.0,Reception
2024-04-25,EM0400,84.0,Reception
2024-04-25,EM0400,42.0,Reception
2024-04-25,EM0392,3.75,Reception
2024-04-26,EM0400,84.0,Reception
2024-04-26,EM0400,84.0,Reception
2024-04-26,EM0392,200.0,Reception
2024-04-27,EM0392,75.0,Reception
2024-04-27,EM0392,75.0,Reception
2024-04-27,EM0400,9.66,Reception
2024-04-29,EM0392,75.0,Reception
2024-04-29,EM0392,175.0,Reception
2024-04-29,EM0400,126.0,Reception
2024-04-29,EM0400,84.0,Reception
2024-04-30,EM0392,125.0,Reception
2024-04-30,EM0392,50.0,Reception
2024-04-30,EM0400,84.0,Reception
2024-04-30,EM0400,84.0,Reception
2024-05-01,EM0400,126.0,Reception
2024-05-01,EM0400,126.0,Reception
2024-05-01,EM0392,75.0,Reception
2024-05-01,EM0392,75.0,Reception
2024-05-02,EM0400,168.0,Reception
2024-05-02,EM0400,168.0,Reception
2024-05-02,EM0392,100.0,Reception
2024-05-02,EM0392,100.0,Reception
2024-05-03,EM0400,210.0,Reception
2024-05-03,EM0400,210.0,Reception
2024-05-03,EM0392,150.0,Reception
2024-05-03,EM0392,50.0,Reception
2024-05-03,EM0392,125.0,Reception
2024-05-04,EM0400,210.0,Reception
2024-05-04,EM0400,84.0,Reception
2024-05-04,EM0400,210.0,Reception
2024-05-06,EM0400,126.0,Reception
2024-05-06,EM0392,125.0,Reception
2024-05-06,EM0392,25.0,Reception
2024-05-06,EM0392,125.0,Reception
2024-05-07,EM0392,100.0,Reception
2024-05-07,EM0392,100.0,Reception
2024-05-07,EM0400,168.0,Reception
2024-05-07,EM0400,168.0,Reception
2024-05-08,EM0392,100.0,Reception
2024-05-08,EM0392,75.0,Reception
2024-05-08,EM0400,84.0,Reception
2024-05-08,EM0400,126.0,Reception
2024-05-08,EM0400,126.0,Reception
2024-05-09,EM0400,42.0,Reception
2024-05-09,EM0400,84.0,Reception
2024-05-09,EM0392,150.0,Reception
2024-05-09,EM0392,175.0,Reception
2024-05-10,EM0400,294.0,Reception
2024-05-10,EM0392,200.0,Reception
2024-05-11,EM0400,126.0,Reception
2024-05-11,EM0392,25.0,Reception
2024-05-11,EM0400,168.0,Reception
2024-05-13,EM0400,126.0,Reception
2024-05-13,EM0400,84.0,Reception
2024-05-13,EM0392,175.0,Reception
2024-05-13,EM0392,150.0,Reception
2024-05-14,EM0392,150.0,Reception
2024-05-14,EM0392,150.0,Reception
2024-05-14,EM0400,126.0,Reception
2024-05-14,EM0400,84.0,Reception
2024-05-15,EM0392,175.0,Reception
2024-05-15,EM0392,200.0,Reception
2024-05-15,EM0400,84.0,Reception
2024-05-15,EM0400,168.0,Reception
2024-05-15,EM1523,30.0,Reception
2024-05-15,EM1523,30.0,Reception
2024-05-16,EM0392,25.0,Reception
2024-05-16,EM0392,25.0,Reception
2024-05-16,EM0392,150.0,Reception
2024-05-16,EM0400,126.0,Reception
2024-05-16,EM0400,126.0,Reception
2024-05-17,EM0392,150.0,Reception
2024-05-17,EM0400,168.0,Reception
2024-05-17,EM0400,210.0,Reception
2024-05-17,EM1523,30.0,Reception
2024-05-17,EM1523,50.4,Reception
2024-05-18,EM0400,168.0,Reception
2024-05-18,EM0400,252.0,Reception
2024-05-18,EM0392,50.0,Reception
2024-05-18,EM0392,50.0,Reception
2024-05-20,EM0400,84.0,Reception
2024-05-20,EM0400,168.0,Reception
2024-05-20,EM0392,150.0,Reception
2024-05-20,EM0392,100.0,Reception
2024-05-21,EM0392,175.0,Reception
2024-05-21,EM0392,200.0,Reception
2024-05-21,EM0400,210.0,Reception
2024-05-21,EM0400,210.0,Reception
2024-05-22,EM0392,25.0,Reception
2024-05-22,EM0392,175.0,Reception
2024-05-22,EM0392,200.0,Reception
2024-05-22,EM0400,126.0,Reception
2024-05-22,EM0400,126.0,Reception
2024-05-23,EM0400,42.0,Reception
2024-05-23,EM0392,100.0,Reception
2024-05-23,EM0392,75.0,Reception
2024-05-23,EM0400,126.0,Reception
2024-05-24,EM0400,168.0,Reception
2024-05-24,EM0392,175.0,Reception
2024-05-24,EM0392,150.0,Reception
2024-05-24,EM0400,126.0,Reception
2024-05-25,EM0400,210.0,Reception
2024-05-25,EM0400,126.0,Reception
2024-05-25,EM0392,100.0,Reception
2024-05-25,EM0392,125.0,Reception
2024-05-25,EM0400,42.0,Reception
2024-05-27,EM0392,125.0,Reception
2024-05-27,EM0392,125.0,Reception
2024-05-28,EM0392,75.0,Reception
2024-05-28,EM0392,50.0,Reception
2024-05-29,EM0392,100.0,Reception
2024-05-29,EM0392,75.0,Reception
2024-05-30,EM0392,150.0,Reception
2024-05-30,EM0392,150.0,Reception
2024-06-03,EM0400,42.0,Reception
2024-06-03,EM0400,42.0,Reception
2024-06-06,EM0400,42.0,Reception
2024-06-06,EM0400,42.0,Reception
2024-06-07,EM0400,42.0,Reception
2024-06-07,EM0400,126.0,Reception
2024-06-08,EM0400,168.0,Reception
2024-06-08,EM0400,42.0,Reception
2024-06-08,EM0400,126.0,Reception
2024-06-10,EM0400,42.0,Reception
2024-06-10,EM0400,126.0,Reception
2024-06-10,EM0400,126.0,Reception
2024-06-11,EM0400,126.0,Reception
2024-06-11,EM0400,168.0,Reception
2024-06-11,EM0400,42.0,Reception
2024-06-12,EM0400,42.0,Reception
2024-06-12,EM0400,42.0,Reception
2024-06-12,EM0400,126.0,Reception
2024-06-12,EM0400,84.0,Reception
2024-06-12,EM0400,42.0,Reception
2024-06-13,EM0400,168.0,Reception
2024-06-13,EM0400,168.0,Reception
2024-06-14,EM0392,75.0,Reception
2024-06-14,EM0392,150.0,Reception
2024-06-14,EM0392,75.0,Reception
2024-06-14,EM0392,100.0,Reception
2024-06-14,EM0400,84.0,Reception
2024-06-14,EM0400,126.0,Reception
2024-06-14,EM0400,42.0,Reception
2024-06-14,EM0392,75.0,Reception
2024-06-15,EM0392,125.0,Reception
2024-06-15,EM0392,125.0,Reception
2024-06-18,EM0392,175.0,Reception
2024-06-18,EM0392,125.0,Reception
2024-06-18,EM0400,84.0,Reception
2024-06-18,EM0400,126.0,Reception
2024-06-18,EM0392,-25.0,Reception
2024-06-18,EM0400,42.0,Reception
2024-06-19,EM0400,294.0,Reception
2024-06-19,EM0400,294.0,Reception
2024-06-19,EM0392,50.0,Reception
2024-06-19,EM0392,50.0,Reception
2024-06-20,EM0400,210.0,Reception
2024-06-20,EM0400,210.0,Reception
2024-06-20,EM0392,125.0,Reception
2024-06-20,EM0392,125.0,Reception
2024-06-21,EM0400,210.0,Reception
2024-06-21,EM0400,210.0,Reception
2024-06-21,EM0392,125.0,Reception
2024-06-21,EM0392,125.0,Reception
